NO,REC_CREATE_TIME,REC_CREATOR,REC_REVISE_TIME,REC_REVISOR,ARCHIVE_FLAG,WORKSHEET_NO,WHOLE_BACKLOG_CODE,UNIT_CODE,SG_SIGN,SG_STD,LACK_WT,OUT_THICK,OUT_WIDTH,BEGIN_TIME,FINISH_TIME,最早开始时间,最晚开始时间,ORDER_NO,STATUS
35,,,,,,G16A570D05-1,IA,Z101,20CrMoH,JX484-2010-05,35,90,0,20161101083650,20161101085447,20161026001946,20161125233847,G16A570D05,1
36,,,,,,G16A534A02-1,IA,Z101,SAE8620H(S),JX129-2001-01,80,90,0,20161101085447,20161101093549,20161026004512,20161125231130,G16A534A02,1
829,,,,,,G16A310E01-1,IA,Z101,TSMn438S1,JX1437-2012-01,107,90,0,20161101093549,20161101103043,20161026015212,20161105070813,G16A310E01,1
830,,,,,,G16A310E01-2,IA,Z101,TSMn438S1,JX1437-2012-01,107,90,0,20161101103043,20161101112537,20161026015212,20161105051405,G16A310E01,1
831,,,,,,G16A310E01-3,IA,Z101,TSMn438S1,JX1437-2012-01,36,90,0,20161101112537,20161101114405,20161026003745,20161107184051,G16A310E01,1
640,,,,,,GW63989A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,100,90,0,20161101114405,20161101123523,20161026005630,20161031174348,GW63989A01,0
644,,,,,,GW63989A01-2,IA,Z101,ZF7B,XCJS-299-2008-01,100,90,0,20161101123523,20161101132641,20161026005630,20161031161054,GW63989A01,0
1,,,,,,G16A721B05-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,90,0,20161101132641,20161101141759,20161026005630,20161103103501,G16A721B05,1
689,,,,,,G16A365A02-2,IA,Z101,SAE8620H(S),JX129-2001-01,80,90,0,20161101141759,20161101145901,20161026004512,20161125231130,G16A365A02,1
2,,,,,,G16A721B05-2,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,90,0,20161101145901,20161101155019,20161026005630,20161103120755,G16A721B05,1
3,,,,,,G16A721B05-3,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,90,0,20161101155019,20161101164137,20161026005630,20161103134049,G16A721B05,1
4,,,,,,G16A721B05-4,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,90,0,20161101164137,20161101173255,20161026005630,20161103151344,G16A721B05,1
697,,,,,,G16A226A02-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,36,90,0,20161101173255,20161101175123,20161026002020,20161109112235,G16A226A02,1
5,,,,,,G16A914A02-1,IA,Z101,20CrMoH,JX484-2010-05,18,90,0,20161101175123,20161101180037,20161026000000,20161125234905,G16A914A02,1
8,,,,,,G16A820A10-1,IA,Z101,12Cr1MoV,JX1304-2011-01,1.842,90,0,20161101180037,20161101180133,20161026000102,20161125235853,G16A820A10,1
734,,,,,,G16A462A03-1,IA,Z101,SVh40C,EJX517-2016-06,107,90,0,20161101180133,20161101185627,20161026015212,20161125165212,G16A462A03,1
735,,,,,,G16A462A03-2,IA,Z101,SVh40C,EJX517-2016-06,23,90,0,20161101185627,20161101190815,20161026002407,20161125222802,G16A462A03,1
646,,,,,,GW63989A01-3,IA,Z101,ZF7B,XCJS-299-2008-01,100,90,0,20161101190815,20161101195933,20161026005630,20161031143800,GW63989A01,0
9,,,,,,G16A820A11-1,IA,Z101,12Cr1MoV,JX1304-2011-01,2.856,90,0,20161101195933,20161101200100,20161026000136,20161125235816,G16A820A11,1
10,,,,,,G16A820A12-1,IA,Z101,12Cr1MoV,JX1304-2011-01,2.218,90,0,20161101200100,20161101200208,20161026000115,20161125235839,G16A820A12,1
766,,,,,,G16A934A01-1,IA,Z101,SUJ2-T,EJX550-2012-01,9,90,0,20161101200208,20161101200645,20161026000926,20161125232401,G16A934A01,1
11,,,,,,G16A820A13-1,IA,Z101,12Cr1MoV,JX1304-2011-01,1.64,90,0,20161101200645,20161101200735,20161026000055,20161125235900,G16A820A13,1
335,,,,,,G16A598A04-1,IA,Z101,100Cr6,S130000-2013,100,90,0,20161101200735,20161101205853,20161026024528,20161125180703,G16A598A04,1
18,,,,,,G16A602H01-1,IA,Z101,100Cr6,S130000,30,90,0,20161101205853,20161101211416,20161026001657,20161028061036,G16A602H01,0
19,,,,,,G16A940A01-1,IA,Z101,100CrMnSi6-4,S130024+FPL1.203,8,90,0,20161101211416,20161101211822,20161026000431,20161105024428,G16A940A01,1
20,,,,,,G16A978A02-1,IA,Z101,100Cr6,S130000-2013,20,90,0,20161101211822,20161101212837,20161026001118,20161105063553,G16A978A02,1
21,,,,,,G16A564A01-1,IA,Z101,SKF3,XCJS-340-2009-01,20,90,0,20161101212837,20161101213852,20161026001118,20161029195320,G16A564A01,0
22,,,,,,G16A496A02-1,IA,Z101,MS3007-2,JX1799-2013-01,9.987,90,0,20161101213852,20161101214359,20161026000538,20161029003803,G16A496A02,0
23,,,,,,G16A496A02-2,IA,Z101,MS3007-2,JX1799-2013-01,100,90,0,20161101214359,20161101223517,20161026000000,20161028212151,G16A496A02,0
483,,,,,,G16A455D08-1,IA,Z101,C&U1,JX498-2012-02,100,60,0,20161101223517,20161101232635,20161026005630,20161125225923,G16A455D08,1
84,,,,,,GW63942A02-1,IA,Z101,100Cr6,S130000,10,60,0,20161101232635,20161101233142,20161026000539,20161101034156,GW63942A02,0
758,,,,,,L161261C01-1,IA,Z101,CF53,JX2694-2016-01,107,60,0,20161101233142,20161102002636,20161026015212,20161125062340,L161261C01,1
85,,,,,,G16A248A03-1,IA,Z101,GCr15,GB/T18254-2002,60,60,0,20161102002636,20161102005723,20161026003354,20161125232338,G16A248A03,1
486,,,,,,G16A455D08-2,IA,Z101,C&U1,JX498-2012-02,50,60,0,20161102005723,20161102012302,20161026002815,20161125232941,G16A455D08,1
112,,,,,,G16A377C03-3,IA,Z101,100Cr6,JXT030-2014-01,100,60,0,20161102012302,20161102021420,20161026005630,20161106214934,G16A377C03,1
113,,,,,,G169904A01-1,IA,Z101,S55C,JX1573-2012-01,10.332,60,0,20161102021420,20161102021938,20161026000550,20161108150919,G169904A01,1
114,,,,,,G16A063A01-1,IA,Z101,S55C,JX1573-2012-01,3.616,60,0,20161102021938,20161102022129,20161026000202,20161108120254,G16A063A01,1
307,,,,,,G16A476A02-2,IA,Z101,S30CKS1,EJX507-2016-04,107,83,0,20161102022129,20161102031623,20161026015212,20161125165212,G16A476A02,1
333,,,,,,G16A758A01-1,IA,Z101,1538MV,JX2698-2016-01,100,83,0,20161102031623,20161102040741,20161026005630,20161103173438,G16A758A01,1
310,,,,,,G16A476A02-3,IA,Z101,S30CKS1,EJX507-2016-04,107,83,0,20161102040741,20161102050235,20161026015212,20161125165212,G16A476A02,1
336,,,,,,G16A758A01-2,IA,Z101,1538MV,JX2698-2016-01,100,83,0,20161102050235,20161102055353,20161026005630,20161103190732,G16A758A01,1
337,,,,,,G16A758A01-3,IA,Z101,1538MV,JX2698-2016-01,100,83,0,20161102055353,20161102064511,20161026005630,20161103204026,G16A758A01,1
338,,,,,,G16A758A01-4,IA,Z101,1538MV,JX2698-2016-01,100,83,0,20161102064511,20161102073629,20161026005630,20161103221320,G16A758A01,1
339,,,,,,G16A758A01-5,IA,Z101,1538MV,JX2698-2016-01,100,83,0,20161102073629,20161102082747,20161026005630,20161103234614,G16A758A01,1
312,,,,,,G16A476A02-4,IA,Z101,S30CKS1,EJX507-2016-04,107,83,0,20161102082747,20161102092241,20161026015212,20161125165212,G16A476A02,1
354,,,,,,G169813A02-1,IA,Z101,S30CKS1,EJX507-2016-04,107,83,0,20161102092241,20161102101735,20161026015212,20161125165212,G169813A02,1
356,,,,,,G169813A02-2,IA,Z101,S30CKS1,EJX507-2016-04,76.94,83,0,20161102101735,20161102105703,20161026012041,20161125185223,G169813A02,1
314,,,,,,G16A476A02-5,IA,Z101,S30CKS1,EJX507-2016-04,72,83,0,20161102105703,20161102113359,20161026011530,20161125191208,G16A476A02,1
304,,,,,,G16A476A02-1,IA,Z101,S30CKS1,EJX507-2016-04,107,83,0,20161102113359,20161102122853,20161026015212,20161125165212,G16A476A02,1
431,,,,,,G16A586A01-1,IA,Z101,38MnS6BY,XCJS-472-2015-03,9,95,0,20161102122853,20161102123330,20161026000505,20161026130356,G16A586A01,0
439,,,,,,G16A220C01-1,IA,Z101,C70S6BY,JX1493-2012-01,50,60,0,20161102123330,20161102125909,20161026002815,20161109221431,G16A220C01,1
245,,,,,,G16A594A01-2,IA,Z101,C56E2,S130107,100,55,0,20161102125909,20161102135027,20161026005630,20161026091235,G16A594A01,0
441,,,,,,G16A465E02-1,IA,Z101,20MnCrS5,JX1251-2011-01,100,60,0,20161102135027,20161102144145,20161026005630,20161111202851,G16A465E02,1
442,,,,,,G16A465E02-2,IA,Z101,20MnCrS5,JX1251-2011-01,100,60,0,20161102144145,20161102153303,20161026005630,20161111220145,G16A465E02,1
443,,,,,,G16A465E02-3,IA,Z101,20MnCrS5,JX1251-2011-01,100,60,0,20161102153303,20161102162421,20161026005630,20161111233440,G16A465E02,1
305,,,,,,G16A385A02-1,IA,Z101,S55C,JX1573-2012-01,100,55,0,20161102162421,20161102171539,20161026005630,20161112151601,G16A385A02,1
306,,,,,,G16A388A02-1,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161102171539,20161102180657,20161026005630,20161112131001,G16A388A02,1
246,,,,,,G16A594A01-3,IA,Z101,C56E2,S130107,100,55,0,20161102180657,20161102185815,20161026005630,20161026083914,G16A594A01,0
454,,,,,,GW63926A02-1,IA,Z101,42CrMoS4QT,XCJS-546-2015-03,10,55,0,20161102185815,20161102190322,20161026001029,20161125201147,GW63926A02,1
302,,,,,,G16A473C01-1,IA,Z101,100Cr6,S130000,80,55,0,20161102190322,20161102194424,20161026004512,20161111130809,G16A473C01,1
413,,,,,,G16A381F06-1,IA,Z101,100Cr6,XCJS-274-2008-01,60,85,0,20161102194424,20161102201511,20161026003354,20161113024008,G16A381F06,1
415,,,,,,G16A455D12-1,IA,Z101,C&U1,JX498-2012-02,50,85,0,20161102201511,20161102204050,20161026002815,20161125232941,G16A455D12,1
418,,,,,,G16A455F12-1,IA,Z101,C&U2,JX114-2012-04,30,85,0,20161102204050,20161102205613,20161026001657,20161125231749,G16A455F12,1
362,,,,,,G16A551D01-1,IA,Z101,42CrMo4,JX230-2012-07,50,85,0,20161102205613,20161102212152,20161026002815,20161029190803,G16A551D01,0
373,,,,,,G16A240A01-1,IA,Z101,38MnVS6,JX1967-2014-01,60,85,0,20161102212152,20161102215239,20161026003354,20161106061753,G16A240A01,1
378,,,,,,G16A465E03-1,IA,Z101,20MnCrS5,JX1251-2011-01,100,85,0,20161102215239,20161102224357,20161026005630,20161112024028,G16A465E03,1
379,,,,,,G16A465E03-2,IA,Z101,20MnCrS5,JX1251-2011-01,50,85,0,20161102224357,20161102230936,20161026002815,20161112055950,G16A465E03,1
768,,,,,,G16B050A01-1,IA,Z101,TSMn438S1,JX1437-2012-01,100,85,0,20161102230936,20161103000054,20161026014452,20161104115303,G16B050A01,1
444,,,,,,G16A465E02-4,IA,Z101,20MnCrS5,JX1251-2011-01,100,60,0,20161103000054,20161103005212,20161026005630,20161112010734,G16A465E02,1
445,,,,,,G16A463A04-1,IA,Z101,20MnCrS5,JX1251-2011-01,100,60,0,20161103005212,20161103014330,20161026005630,20161110055711,G16A463A04,1
446,,,,,,G16A463A04-2,IA,Z101,20MnCrS5,JX1251-2011-01,30,60,0,20161103014330,20161103015853,20161026001657,20161110075821,G16A463A04,1
62,,,,,,G16A939A01-2,IA,Z101,100Cr6,S130000,50,60,0,20161103015853,20161103022432,20161026002815,20161105002836,G16A939A01,1
448,,,,,,G16A492B01-1,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161103022432,20161103031550,20161026005630,20161029054813,G16A492B01,0
63,,,,,,G16A978A01-1,IA,Z101,100Cr6,S130000-2013,20,60,0,20161103031550,20161103032605,20161026001118,20161105061433,G16A978A01,1
450,,,,,,G16A492B01-2,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161103032605,20161103041723,20161026005630,20161029072107,G16A492B01,0
64,,,,,,G16A995A01-1,IA,Z101,SAE1055,JX383-2005-01,76.97,60,0,20161103041723,20161103045652,20161026004329,20161105045555,G16A995A01,1
65,,,,,,G16A562B04-1,IA,Z101,GCr15,Q/320281PA12-2011,2.406,60,0,20161103045652,20161103045806,20161026000121,20161125235832,G16A562B04,1
453,,,,,,G16A492B01-3,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161103045806,20161103054924,20161026005630,20161029085401,G16A492B01,0
66,,,,,,G16A511B02-1,IA,Z101,GCr15,Q/320281PA12-2011,1.864,60,0,20161103054924,20161103055021,20161026000103,20161125235852,G16A511B02,1
67,,,,,,G16A511E02-1,IA,Z101,SKF3,"B10001""D""+B10000",60,60,0,20161103055021,20161103062108,20161026003354,20161028152647,G16A511E02,0
68,,,,,,G16A583B02-1,IA,Z101,GCr15,Q/320281PA11-2011,50,60,0,20161103062108,20161103064647,20161026002815,20161125232941,G16A583B02,1
458,,,,,,G16A492B01-4,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161103064647,20161103073805,20161026005630,20161029102655,G16A492B01,0
69,,,,,,G16A594A02-1,IA,Z101,C56E2,S130107,100,60,0,20161103073805,20161103082923,20161026005630,20161026080552,G16A594A02,0
566,,,,,,G16A268A03-1,IA,Z101,SAE8620H,JX1452-2012-01,40,140,140,20161103082923,20161103084954,20161026002236,20161102065741,G16A268A03,0
672,,,,,,G16A455E09-1,IA,Z101,C&U1-T,JX498-2012-02,100,90,0,20161103084954,20161103094112,20161026005630,20161125225923,G16A455E09,1
673,,,,,,G16A442B01-1,IA,Z101,SKF3,XCJS-340-2009-01,30,90,0,20161103094112,20161103095635,20161026001657,20161110220113,G16A442B01,1
674,,,,,,G16A442D01-1,IA,Z101,SUJ2S1,JX495-2006-01,27,90,0,20161103095635,20161103101026,20161026001515,20161110231813,G16A442D01,1
675,,,,,,G16A310B02-1,IA,Z101,38MnVS6,JX1090-2010-02,100,90,0,20161103101026,20161103110144,20161026005630,20161105112921,G16A310B02,1
676,,,,,,G16A310B02-2,IA,Z101,38MnVS6,JX1090-2010-02,100,90,0,20161103110144,20161103115302,20161026005630,20161105095627,G16A310B02,1
677,,,,,,G16A310D01-1,IA,Z101,SCM440H-D,JX315-2010-03,6.748,90,0,20161103115302,20161103115629,20161026000348,20161105123548,G16A310D01,1
37,,,,,,GW64101A08-1,IA,Z101,SCM420H,XCJS-043-2002,5.13,90,0,20161103115629,20161103115906,20161026000253,20161125235653,GW64101A08,1
45,,,,,,G16A321A08-1,IA,Z101,GCr15,XCJS-451-2011-01,100,90,0,20161103115906,20161103125024,20161026005630,20161125225923,G16A321A08,1
46,,,,,,G16A321A08-2,IA,Z101,GCr15,XCJS-451-2011-01,100,90,0,20161103125024,20161103134142,20161026005630,20161125225923,G16A321A08,1
47,,,,,,G16A377C05-1,IA,Z101,100Cr6,JXT030-2014-01,100,90,0,20161103134142,20161103143300,20161026005630,20161106162934,G16A377C05,1
682,,,,,,G16A319H03-1,IA,Z101,ZF7B,XCJS-299-2008-01,36,90,0,20161103143300,20161103145128,20161026002020,20161107220401,G16A319H03,1
683,,,,,,G16A319I01-1,IA,Z101,20MnCr5,JX519-2009-04,35,90,0,20161103145128,20161103150925,20161026001946,20161107223935,G16A319I01,1
359,,,,,,G16A551A01-5,IA,Z101,TL1438,JX1466-2013-03,100,82,0,20161103150925,20161103160043,20161026005630,20161030053157,G16A551A01,0
360,,,,,,G16A551A01-6,IA,Z101,TL1438,JX1466-2013-03,100,82,0,20161103160043,20161103165201,20161026005630,20161030035903,G16A551A01,0
361,,,,,,G16A551A01-7,IA,Z101,TL1438,JX1466-2013-03,100,82,0,20161103165201,20161103174319,20161026005630,20161030022609,G16A551A01,0
323,,,,,,G16A462A02-1,IA,Z101,SVh40C,EJX517-2016-06,107,82,0,20161103174319,20161103183813,20161026015212,20161125165212,G16A462A02,1
772,,,,,,G16A455F09-1,IA,Z101,C&U2,JX114-2012-04,100,70,0,20161103183813,20161103192931,20161026005630,20161125213923,G16A455F09,1
773,,,,,,G16A442C02-1,IA,Z101,100Cr6,S130000,16,70,0,20161103192931,20161103193743,20161026000902,20161110232646,G16A442C02,1
774,,,,,,G16A445A04-1,IA,Z101,SKF3,SKF D33-1 B10001,20,70,0,20161103193743,20161103194758,20161026001118,20161111020816,G16A445A04,1
716,,,,,,G169589A01-1,IA,Z101,SAE4150,JX1525-2013-02,33.764,70,0,20161103194758,20161103200517,20161026001904,20161108154824,G169589A01,1
717,,,,,,G16A226A04-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,26,70,0,20161103200517,20161103201837,20161026001441,20161109103316,G16A226A04,1
718,,,,,,G16A228A04-1,IA,Z101,42CrMo4,JX230-2012-07,20,70,0,20161103201837,20161103202852,20161026001118,20161109091003,G16A228A04,1
719,,,,,,G16A239C01-1,IA,Z101,20MnCrS5 HayB,XCJS-831-2016-01,100,70,0,20161103202852,20161103212010,20161026005630,20161108213750,G16A239C01,1
720,,,,,,G16A220E01-1,IA,Z101,C70S6BY,JX1485-2012-01,50,70,0,20161103212010,20161103214549,20161026002815,20161110000111,G16A220E01,1
721,,,,,,G16A221A03-1,IA,Z101,SAE8620H,JX2475-2015-01,50,70,0,20161103214549,20161103221128,20161026002815,20161110020851,G16A221A03,1
722,,,,,,G16A470B05-1,IA,Z101,20CrMoH,JX2569-2015-01,0.712,70,0,20161103221128,20161103221149,20161026000024,20161125235934,G16A470B05,1
723,,,,,,G16A470D06-1,IA,Z101,SAE8620H,JX483-2008-02,20,70,0,20161103221149,20161103222204,20161026001118,20161125234752,G16A470D06,1
724,,,,,,G16A477A02-1,IA,Z101,C70MOD,JX649-2008-01,40,70,0,20161103222204,20161103224235,20161026002236,20161029071848,G16A477A02,0
725,,,,,,G16A472B05-1,IA,Z101,ZF7B,XCJS-299-2008-01,3.162,70,0,20161103224235,20161103224412,20161026000147,20161111183156,G16A472B05,1
726,,,,,,G16A472G05-1,IA,Z101,20CrMoH,JX484-2010-05,21.483,70,0,20161103224412,20161103225513,20161026001208,20161125234658,G16A472G05,1
727,,,,,,G16A472G05-2,IA,Z101,20CrMoH,JX484-2010-05,8.517,70,0,20161103225513,20161103225935,20161026000000,20161125235450,G16A472G05,1
728,,,,,,G16A388D01-1,IA,Z101,SAE8620H,JX483-2008-02,100,70,0,20161103225935,20161103235053,20161026005630,20161125225923,G16A388D01,1
729,,,,,,G16A388D01-2,IA,Z101,SAE8620H,JX483-2008-02,50,70,0,20161103235053,20161104001632,20161026002815,20161125232941,G16A388D01,1
730,,,,,,G16A604B08-1,IA,Z101,GCr15,Q/320281PA12-2011,60,70,0,20161104001632,20161104004719,20161026003354,20161125232338,G16A604B08,1
731,,,,,,G16A511A05-1,IA,Z101,GCr15,Q/320281PA11-2011,100,70,0,20161104004719,20161104013837,20161026005630,20161125225923,G16A511A05,1
732,,,,,,G16A511B03-1,IA,Z101,GCr15,Q/320281PA12-2011,60,70,0,20161104013837,20161104020924,20161026003354,20161125232338,G16A511B03,1
733,,,,,,G16A511D03-1,IA,Z101,100Cr6,XCJS-274-2008-01,100,70,0,20161104020924,20161104030042,20161026005630,20161028155306,G16A511D03,0
702,,,,,,G16A798C09-1,IA,Z101,SAE8620H,JX483-2008-02,10,70,0,20161104030042,20161104030549,20161026000539,20161125235356,G16A798C09,1
703,,,,,,G16A933A01-1,IA,Z101,C70S6BY,JX1933-2015-02,9,70,0,20161104030549,20161104031026,20161026000505,20161105000347,G16A933A01,1
353,,,,,,G16A551A01-1,IA,Z101,TL1438,JX1466-2013-03,100,82,0,20161104031026,20161104040144,20161026005630,20161030114334,G16A551A01,0
365,,,,,,G16A570M01-1,IA,Z101,SAE8620H(S),JX129-2001-01,30,80,0,20161104040144,20161104041707,20161026001657,20161125234149,G16A570M01,1
659,,,,,,G16A437B01-4,IA,Z101,38MnVS6,JX1221-2013-02,100,75,0,20161104041707,20161104050825,20161026005630,20161113231329,G16A437B01,1
183,,,,,,G16A798B04-1,IA,Z101,20CrMoH,JX2569-2015-01,25,75,0,20161104050825,20161104052114,20161026001407,20161125234450,G16A798B04,1
705,,,,,,L161310A01-2,IA,Z101,C70S6,JX1497-2015-02,50,72,0,20161104052114,20161104054653,20161026002815,20161125151605,L161310A01,1
700,,,,,,L161310A01-1,IA,Z101,C70S6,JX1497-2015-02,100,72,0,20161104054653,20161104063811,20161026005630,20161125063210,L161310A01,1
597,,,,,,G16A052A01-1,IA,Z101,20MnCrS5 HayB,XCJS-831-2016-01,100,100,0,20161104063811,20161104072929,20161026005630,20161108084317,G16A052A01,1
626,,,,,,G16A381A13-1,IA,Z101,GCr15,XCJS-451-2011-01,100,100,0,20161104072929,20161104082047,20161026005630,20161125225923,G16A381A13,1
691,,,,,,G169841A01-1,IA,Z101,TL1438,JX1457-2016-02,5.784,87,0,20161104082047,20161104082345,20161026000316,20161108163615,G169841A01,1
662,,,,,,G16A310A03-6,IA,Z101,TL1438,JX1457-2016-02,100,87,0,20161104082345,20161104091503,20161026005630,20161105181512,G16A310A03,1
693,,,,,,G169292A03-1,IA,Z101,TL1438,JX1457-2016-02,9.718,87,0,20161104091503,20161104092002,20161026000529,20161108171330,G169292A03,1
694,,,,,,G169399A02-1,IA,Z101,R30Mn2,QB/XCT002-2008-04,60,87,0,20161104092002,20161104095049,20161026003354,20161108204657,G169399A02,1
664,,,,,,G16A310A03-7,IA,Z101,TL1438,JX1457-2016-02,100,87,0,20161104095049,20161104104207,20161026005630,20161105164217,G16A310A03,1
666,,,,,,G16A310A03-8,IA,Z101,TL1438,JX1457-2016-02,48.64,87,0,20161104104207,20161104110704,20161026002729,20161105173001,G16A310A03,1
667,,,,,,G16A310A03-9,IA,Z101,TL1438,JX1457-2016-02,92.734,87,0,20161104110704,20161104115438,20161026000000,20161105144406,G16A310A03,1
651,,,,,,G16A310A03-1,IA,Z101,TL1438,JX1457-2016-02,100,87,0,20161104115438,20161104124556,20161026005630,20161106015943,G16A310A03,1
654,,,,,,G16A310A03-2,IA,Z101,TL1438,JX1457-2016-02,100,87,0,20161104124556,20161104133714,20161026005630,20161106002648,G16A310A03,1
656,,,,,,G16A310A03-3,IA,Z101,TL1438,JX1457-2016-02,100,87,0,20161104133714,20161104142832,20161026005630,20161105225354,G16A310A03,1
764,,,,,,L161272B05-1,IA,Z101,100CrMnSi6-4,S130024+S130303,20,69,0,20161104142832,20161104143847,20161026002058,20161104045849,L161272B05,0
709,,,,,,L161261A01-1,IA,Z101,20MnCrS5-2+S,JX2266-2016-03,100,67,0,20161104143847,20161104153005,20161026005630,20161125063210,L161261A01,1
708,,,,,,L161215A01-1,IA,Z101,20MnCrS5-2+S,JX2266-2016-03,0.274,67,0,20161104153005,20161104153013,20161026000009,20161125235707,L161215A01,1
223,,,,,,G16A381B06-1,IA,Z101,GCr15,XCJS-453-2011-01,100,65,0,20161104153013,20161104162131,20161026005630,20161125225923,G16A381B06,1
224,,,,,,G16A368A01-1,IA,Z101,SKF3,SKF D33-1 B10001,100,65,0,20161104162131,20161104171249,20161026005630,20161107130500,G16A368A01,1
624,,,,,,G16A470D05-1,IA,Z101,SAE8620H,JX483-2008-02,80,65,0,20161104171249,20161104175351,20161026004512,20161125231130,G16A470D05,1
225,,,,,,G16A368A01-2,IA,Z101,SKF3,SKF D33-1 B10001,20,65,0,20161104175351,20161104180406,20161026001118,20161107153646,G16A368A01,1
226,,,,,,G16A247A03-1,IA,Z101,SKF3,SKF D33-1 B10001,20,65,0,20161104180406,20161104181421,20161026001118,20161106095230,G16A247A03,1
627,,,,,,G16A463A05-1,IA,Z101,20MnCrS5,JX1251-2011-01,40,65,0,20161104181421,20161104183452,20161026002236,20161111175814,G16A463A05,1
628,,,,,,G16A474E01-1,IA,Z101,40MnBH2,JX019-2016-03,100,65,0,20161104183452,20161104192610,20161026005630,20161111061504,G16A474E01,1
227,,,,,,G16A212A08-1,IA,Z101,100Cr6,S130000-2014,27,65,0,20161104192610,20161104194001,20161026001515,20161109143519,G16A212A08,1
630,,,,,,G16A474E01-2,IA,Z101,40MnBH2,JX019-2016-03,100,65,0,20161104194001,20161104203119,20161026005630,20161111044210,G16A474E01,1
228,,,,,,G16A455K04-1,IA,Z101,C&U31-S,JX1413-2012-01,6.02,65,0,20161104203119,20161104203424,20161026000324,20161125235621,G16A455K04,1
632,,,,,,G16A474E01-3,IA,Z101,40MnBH2,JX019-2016-03,100,65,0,20161104203424,20161104212542,20161026005630,20161111030915,G16A474E01,1
229,,,,,,G16A455L02-1,IA,Z101,C56E2,S130107,100,65,0,20161104212542,20161104221700,20161026005630,20161110105058,G16A455L02,1
634,,,,,,G16A474E01-4,IA,Z101,40MnBH2,JX019-2016-03,100,65,0,20161104221700,20161104230818,20161026005630,20161111013621,G16A474E01,1
230,,,,,,G16A455L02-2,IA,Z101,C56E2,S130107,40,65,0,20161104230818,20161104232849,20161026002236,20161110122610,G16A455L02,1
636,,,,,,G16A474E01-5,IA,Z101,40MnBH2,JX019-2016-03,100,65,0,20161104232849,20161105002007,20161026005630,20161028212632,G16A474E01,0
810,,,,,,G16A455E06-1,IA,Z101,C&U1-T,JX498-2012-02,100,65,0,20161105002007,20161105011125,20161026005630,20161125225923,G16A455E06,1
811,,,,,,G16A455F08-1,IA,Z101,C&U2,JX114-2012-04,100,65,0,20161105011125,20161105020243,20161026005630,20161125213923,G16A455F08,1
812,,,,,,G16A455I06-1,IA,Z101,C&U3,JX704-2012-02,100,65,0,20161105020243,20161105025401,20161026005630,20161111000327,G16A455I06,1
813,,,,,,G16A442A05-1,IA,Z101,SKF3,SKF D33-1 B10001,80,65,0,20161105025401,20161105033503,20161026004512,20161110184151,G16A442A05,1
814,,,,,,G16A442C01-1,IA,Z101,100Cr6,S130000,30,65,0,20161105033503,20161105035026,20161026001657,20161110222905,G16A442C01,1
204,,,,,,G16A798C08-1,IA,Z101,SAE8620H,JX483-2008-02,20,65,0,20161105035026,20161105040041,20161026001118,20161125234752,G16A798C08,1
205,,,,,,G16A800B01-1,IA,Z101,20MnCr5-X,JX2813-2016-01,70,65,0,20161105040041,20161105043636,20161026003933,20161102210658,G16A800B01,0
639,,,,,,G16A474E01-6,IA,Z101,40MnBH2,JX019-2016-03,80,65,0,20161105043636,20161105051738,20161026004512,20161028234201,G16A474E01,0
206,,,,,,G16A779A01-1,IA,Z101,S55CR,JX1228-2014-03,100,65,0,20161105051738,20161105060856,20161026005630,20161102220037,G16A779A01,0
641,,,,,,G16A382A02-1,IA,Z101,20MnCr5,JX519-2009-04,30,65,0,20161105060856,20161105062419,20161026001657,20161113055201,G16A382A02,1
642,,,,,,G16A473B01-1,IA,Z101,SKF3,SKF D33-1 B10001,20,65,0,20161105062419,20161105063434,20161026001118,20161111163013,G16A473B01,1
643,,,,,,G16A455D09-1,IA,Z101,C&U1,JX498-2012-02,100,65,0,20161105063434,20161105072552,20161026005630,20161125225923,G16A455D09,1
207,,,,,,G16A779A01-2,IA,Z101,S55CR,JX1228-2014-03,100,65,0,20161105072552,20161105081710,20161026005630,20161102212716,G16A779A01,0
645,,,,,,G16A455D09-2,IA,Z101,C&U1,JX498-2012-02,100,65,0,20161105081710,20161105090828,20161026005630,20161125225923,G16A455D09,1
208,,,,,,G16A626K02-1,IA,Z101,SAE1055,JX383-2005-01,0.864,65,0,20161105090828,20161105090854,20161026000029,20161028092150,G16A626K02,0
209,,,,,,G16A580C02-1,IA,Z101,Grade 3,11H 1551 025,50,65,0,20161105090854,20161105093433,20161026002815,20161026170213,G16A580C02,0
210,,,,,,G16A583A03-1,IA,Z101,GCr15,Q/320281PA12-2011,55.088,65,0,20161105093433,20161105100248,20161026003107,20161125232636,G16A583A03,1
