NO,REC_CREATE_TIME,REC_CREATOR,REC_REVISE_TIME,REC_REVISOR,ARCHIVE_FLAG,WORKSHEET_NO,WHOLE_BACKLOG_CODE,UNIT_CODE,SG_SIGN,SG_STD,LACK_WT,OUT_THICK,OUT_WIDTH,BEGIN_TIME,FINISH_TIME,最早开始时间,最晚开始时间,ORDER_NO,STATUS
211,,,,,,G16A995A02-1,IA,Z101,SAE1055,JX383-2005-01,100,65,0,20161105100248,20161105105406,20161026005630,20161104163851,G16A995A02,0
212,,,,,,G16A995A02-2,IA,Z101,SAE1055,JX383-2005-01,100,65,0,20161105105406,20161105114524,20161026005630,20161104145211,G16A995A02,0
213,,,,,,GW63942A03-1,IA,Z101,100Cr6,S130000,20,65,0,20161105114524,20161105115539,20161026001118,20161101032956,GW63942A03,0
214,,,,,,G16A321A05-1,IA,Z101,GCr15,XCJS-451-2011-01,100,65,0,20161105115539,20161105124657,20161026005630,20161125225923,G16A321A05,1
215,,,,,,G16A321A05-2,IA,Z101,GCr15,XCJS-451-2011-01,55.15,65,0,20161105124657,20161105131514,20161026003109,20161125232634,G16A321A05,1
216,,,,,,L161287F02-1,IA,Z101,XC45,JX337-2013-05,100,65,0,20161105131514,20161105140632,20161026005630,20161125073246,L161287F02,1
217,,,,,,GW63987A02-1,IA,Z101,ZF7B,XCJS-299-2008-01,34,65,0,20161105140632,20161105142358,20161026001912,20161031213714,GW63987A02,0
218,,,,,,G16A282B01-1,IA,Z101,TL1438,JX665-2008-01,25.476,65,0,20161105142358,20161105143702,20161026001423,20161106122436,G16A282B01,1
219,,,,,,G16A285A03-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,20,65,0,20161105143702,20161105144717,20161026001118,20161106135444,G16A285A03,1
617,,,,,,G16A228A03-1,IA,Z101,42CrMo4,JX230-2012-07,20,65,0,20161105144717,20161105145732,20161026001118,20161109093123,G16A228A03,1
220,,,,,,G16A381A06-1,IA,Z101,GCr15,XCJS-451-2011-01,100,65,0,20161105145732,20161105154850,20161026005630,20161125225923,G16A381A06,1
221,,,,,,G16A381A06-2,IA,Z101,GCr15,XCJS-451-2011-01,100,65,0,20161105154850,20161105164008,20161026005630,20161125225923,G16A381A06,1
222,,,,,,G16A381A06-3,IA,Z101,GCr15,XCJS-451-2011-01,100,65,0,20161105164008,20161105173126,20161026005630,20161125225923,G16A381A06,1
621,,,,,,G16A221A02-1,IA,Z101,SAE8620H,JX2475-2015-01,80,65,0,20161105173126,20161105181228,20161026004512,20161109235039,G16A221A02,1
264,,,,,,GW64080A01-1,IA,Z101,ETN-22UC,XCJS-668-2016-03,80,63,0,20161105181228,20161105185330,20161026012353,20161102033752,GW64080A01,0
342,,,,,,GW63794A01-1,IA,Z101,ETN-22UC,XCJS-668-2016-03,10.108,63,0,20161105185330,20161105185841,20161026001036,20161104043033,GW63794A01,0
98,,,,,,GW64066A01-1,IA,Z101,SCM440,XCJS-044-2003-02,25,62,0,20161105185841,20161105191130,20161026000000,20161125234450,GW64066A01,1
417,,,,,,G16A455F11-1,IA,Z101,C&U2,JX114-2012-04,100,80,0,20161105191130,20161105200248,20161026005630,20161125213923,G16A455F11,1
363,,,,,,G16A556E01-1,IA,Z101,SAE8620H(S),JX129-2001-01,20,80,0,20161105200248,20161105201303,20161026001118,20161125234752,G16A556E01,1
419,,,,,,G16A442A07-1,IA,Z101,SKF3,SKF D33-1 B10001,20,80,0,20161105201303,20161105202318,20161026001118,20161110220356,G16A442A07,1
420,,,,,,G16A445A05-1,IA,Z101,SKF3,SKF D33-1 B10001,9,80,0,20161105202318,20161105202755,20161026000505,20161111025016,G16A445A05,1
364,,,,,,G16A534A03-1,IA,Z101,SAE8620H(S),JX129-2001-01,40,80,0,20161105202755,20161105204826,20161026002236,20161125233545,G16A534A03,1
840,,,,,,G16A377F01-1,IA,Z101,SUJ2ZT,EJX159-2014-05,70,80,0,20161105204826,20161105212421,20161026011324,20161125192008,G16A377F01,1
820,,,,,,G169292A01-1,IA,Z101,TL1438,JX1457-2016-02,20.812,79,0,20161105212421,20161105213501,20161026001145,20161108163405,G169292A01,1
826,,,,,,G16A411I04-1,IA,Z101,38MnS6,EJX169-2016-09,0.64,79,0,20161105213501,20161105213520,20161026000040,20161125235726,G16A411I04,1
769,,,,,,G16B055A01-1,IA,Z101,SVh40C,EJX517-2016-06,20,79,0,20161105213520,20161105214535,20161026002058,20161125224002,G16B055A01,1
824,,,,,,G16A207A01-1,IA,Z101,SAE1141,JX2176-2015-01,5.62,78,0,20161105214535,20161105214828,20161026000310,20161108115545,G16A207A01,1
819,,,,,,G16A535A02-1,IA,Z101,38MnS6BY,XCJS-472-2015-03,10.976,78,0,20161105214828,20161105215405,20161026000612,20161031020436,G16A535A02,0
821,,,,,,G169399A01-1,IA,Z101,R30Mn2,QB/XCT002-2008-04,100,78,0,20161105215405,20161105224523,20161026005630,20161108145552,G169399A01,1
822,,,,,,G169399A01-2,IA,Z101,R30Mn2,QB/XCT002-2008-04,100,78,0,20161105224523,20161105233641,20161026005630,20161108162846,G169399A01,1
823,,,,,,G169399A01-3,IA,Z101,R30Mn2,QB/XCT002-2008-04,100,78,0,20161105233641,20161106002759,20161026005630,20161108180141,G169399A01,1
260,,,,,,GW64042G02-1,IA,Z101,AISI8620H,XCJS-647-2014-03,20,76,0,20161106002759,20161106003814,20161026002058,20161031150746,GW64042G02,0
460,,,,,,G16A492B01-5,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161106003814,20161106012932,20161026005630,20161029115950,G16A492B01,0
70,,,,,,G16A594A02-2,IA,Z101,C56E2,S130107,100,60,0,20161106012932,20161106022050,20161026005630,20161026073230,G16A594A02,0
71,,,,,,GW64058A06-1,IA,Z101,NBC2,XCJS-519-2013-02,0.504,60,0,20161106022050,20161106022105,20161026000017,20161125235941,GW64058A06,1
72,,,,,,G16A598A01-1,IA,Z101,100Cr6,S130000-2013,35,60,0,20161106022105,20161106023902,20161026001946,20161026065005,G16A598A01,0
464,,,,,,G16A492B01-6,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161106023902,20161106033020,20161026005630,20161029133244,G16A492B01,0
73,,,,,,G16A601A01-1,IA,Z101,Grade 3,11H 1551 025,20,60,0,20161106033020,20161106034035,20161026001118,20161026063534,G16A601A01,0
466,,,,,,G16A496B02-1,IA,Z101,MS3007-5,JX2212-2015-01,45,60,0,20161106034035,20161106040340,20161026002525,20161028213757,G16A496B02,0
74,,,,,,G16A601B01-1,IA,Z101,SUJ2S1,JX495-2006-01,40,60,0,20161106040340,20161106042411,20161026002236,20161026051550,G16A601B01,0
75,,,,,,G16A579B05-1,IA,Z101,SKF3,SKF D33-1 B10001,50,60,0,20161106042411,20161106044950,20161026002815,20161026133622,G16A579B05,0
469,,,,,,G16A472I01-1,IA,Z101,ETN-22,XCJS-324-2011-04,0.594,60,0,20161106044950,20161106045008,20161026000020,20161111183650,G16A472I01,1
470,,,,,,G16A474C01-1,IA,Z101,30MnVS,JX1277-2011-01,100,60,0,20161106045008,20161106054126,20161026005630,20161111095146,G16A474C01,1
76,,,,,,G16A580A01-1,IA,Z101,SUJ2S1-T,JX495-2006-01,30,60,0,20161106054126,20161106055649,20161026001657,20161026153316,G16A580A01,0
77,,,,,,G16A580B02-1,IA,Z101,SUJ2S2T,EJX558-2013-01,3.64,60,0,20161106055649,20161106055841,20161026000203,20161026175036,G16A580B02,0
78,,,,,,G16A580C01-1,IA,Z101,Grade 3,11H 1551 025,50,60,0,20161106055841,20161106062420,20161026002815,20161026161546,G16A580C01,0
79,,,,,,G16A582A02-1,IA,Z101,C56E2,S130107,100,60,0,20161106062420,20161106071538,20161026005630,20161026200058,G16A582A02,0
80,,,,,,G16A582A02-2,IA,Z101,C56E2,S130107,100,60,0,20161106071538,20161106080656,20161026005630,20161026203419,G16A582A02,0
476,,,,,,G16A474C01-2,IA,Z101,30MnVS,JX1277-2011-01,80.8,60,0,20161106080656,20161106084823,20161026004539,20161111091126,G16A474C01,1
81,,,,,,G16A582A02-3,IA,Z101,C56E2,S130107,100,60,0,20161106084823,20161106093941,20161026005630,20161026210741,G16A582A02,0
478,,,,,,G16A426C02-1,IA,Z101,CF53,JX1753-2015-02,2.072,60,0,20161106093941,20161106094044,20161026000110,20161113152625,G16A426C02,1
479,,,,,,G16A437C01-1,IA,Z101,C70S6,JX1497-2015-02,80,60,0,20161106094044,20161106102146,20161026004512,20161114045322,G16A437C01,1
82,,,,,,G16A583A02-1,IA,Z101,GCr15,Q/320281PA12-2011,59.004,60,0,20161106102146,20161106105202,20161026003320,20161125232414,G16A583A02,1
481,,,,,,G16A399B02-1,IA,Z101,S55C,JX1573-2012-01,50,60,0,20161106105202,20161106111741,20161026002815,20161114172015,G16A399B02,1
83,,,,,,GW64096A01-1,IA,Z101,100Cr6,S130000,17,60,0,20161106111741,20161106112624,20161026000936,20161102192031,GW64096A01,0
330,,,,,,G16A598A03-1,IA,Z101,100Cr6,S130000-2013,45,80,0,20161106112624,20161106114929,20161026011427,20161125212110,G16A598A03,1
332,,,,,,G16A680L04-1,IA,Z101,QS 1927 S0,JX1366-2012-02,40,80,0,20161106114929,20161106121000,20161026002236,20161103081453,G16A680L04,0
380,,,,,,G16A465G01-1,IA,Z101,SAE8620H,JX483-2008-02,50,80,0,20161106121000,20161106123539,20161026002815,20161125232941,G16A465G01,1
381,,,,,,G16A470B07-1,IA,Z101,20CrMoH,JX2569-2015-01,20,80,0,20161106123539,20161106124554,20161026001118,20161125234752,G16A470B07,1
382,,,,,,G16A470D07-1,IA,Z101,SAE8620H,JX483-2008-02,40,80,0,20161106124554,20161106130625,20161026002236,20161125233545,G16A470D07,1
295,,,,,,G16A247A04-1,IA,Z101,SKF3,SKF D33-1 B10001,50,55,0,20161106130625,20161106133204,20161026002815,20161106090712,G16A247A04,0
296,,,,,,G16A212A01-1,IA,Z101,100Cr6,S130000-2014,36,55,0,20161106133204,20161106135032,20161026002020,20161108101052,G16A212A01,1
297,,,,,,G16A223A02-1,IA,Z101,S55C,JX1573-2012-01,100,55,0,20161106135032,20161106144150,20161026005630,20161109092513,G16A223A02,1
243,,,,,,G16A631A01-1,IA,Z101,Grade 55LS,SKF D33-1 B10016A,87.364,55,0,20161106144150,20161106152639,20161026004921,20161028061835,G16A631A01,0
299,,,,,,G16A455L01-1,IA,Z101,C56E2,S130107,100,55,0,20161106152639,20161106161757,20161026005630,20161110112419,G16A455L01,1
244,,,,,,G16A594A01-1,IA,Z101,C56E2,S130107,100,55,0,20161106161757,20161106170915,20161026005630,20161026094557,G16A594A01,0
301,,,,,,G16A455O03-1,IA,Z101,SKF3,SKF D33-1 B10001,10,55,0,20161106170915,20161106171422,20161026000539,20161110130757,G16A455O03,1
407,,,,,,G16A465A04-1,IA,Z101,GCr15,GB/T18254-2002,40,80,0,20161106171422,20161106173453,20161026002236,20161125233545,G16A465A04,1
408,,,,,,G16A455I09-1,IA,Z101,C&U3,JX704-2012-02,30,80,0,20161106173453,20161106175016,20161026001657,20161110162057,G16A455I09,1
303,,,,,,G16A381C01-1,IA,Z101,Grade 3,11H 1551 025,30,55,0,20161106175016,20161106180539,20161026001657,20161113010039,G16A381C01,1
400,,,,,,G16A472B01-1,IA,Z101,ZF7B,XCJS-299-2008-01,1.266,80,0,20161106180539,20161106180617,20161026000042,20161112113551,G16A472B01,1
404,,,,,,G16A368A02-1,IA,Z101,SKF3,SKF D33-1 B10001,90,80,0,20161106180617,20161106185227,20161026005051,20161107114406,G16A368A02,1
405,,,,,,G16A247A01-1,IA,Z101,SKF3,SKF D33-1 B10001,30,80,0,20161106185227,20161106190750,20161026001657,20161106083528,G16A247A01,0
406,,,,,,G16A212C01-1,IA,Z101,SKF3,SKF D33-1 B10001,20,80,0,20161106190750,20161106191805,20161026001118,20161109153353,G16A212C01,1
308,,,,,,G16A388A02-10,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161106191805,20161106200923,20161026005630,20161112123639,G16A388A02,1
309,,,,,,G16A388A02-11,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161106200923,20161106210041,20161026005630,20161112120318,G16A388A02,1
247,,,,,,GW64058A05-1,IA,Z101,NBC2,XCJS-519-2013-02,100,55,0,20161106210041,20161106215159,20161026005630,20161125225923,GW64058A05,1
311,,,,,,G16A388A02-12,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161106215159,20161106224317,20161026005630,20161112112956,G16A388A02,1
248,,,,,,GW64058A05-2,IA,Z101,NBC2,XCJS-519-2013-02,50,55,0,20161106224317,20161106230856,20161026002815,20161125232941,GW64058A05,1
313,,,,,,G16A388A02-13,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161106230856,20161107000014,20161026005630,20161112105634,G16A388A02,1
172,,,,,,G16A406E01-1,IA,Z101,S55C-GB,EJX561-2013-01,60,53,0,20161107000014,20161107003101,20161026003354,20161114182755,G16A406E01,1
582,,,,,,GW64042D09-1,IA,Z101,AISI4140/42QT,XCJS-648-2015-04,20,53,0,20161107003101,20161107004116,20161026001118,20161125161127,GW64042D09,1
159,,,,,,L161235A01-1,IA,Z101,42CrMoS4HHQT,JX2833-2016-01,25,52,0,20161107004116,20161107005405,20161026001407,20161125131806,L161235A01,1
510,,,,,,GW63985A01-1,IA,Z101,SCM440,XCJS-044-2003-02,0.098,52,0,20161107005405,20161107005408,20161026000003,20161125235956,GW63985A01,1
146,,,,,,G16A582B01-1,IA,Z101,100Cr6,S130000,100,50,0,20161107005408,20161107014526,20161026005630,20161026210902,G16A582B01,0
147,,,,,,G16A319E03-1,IA,Z101,SUJ2S1,JX495-2006-01,2.78,50,0,20161107014526,20161107014651,20161026000134,20161107230959,G16A319E03,1
148,,,,,,G16A247A05-1,IA,Z101,SKF3,SKF D33-1 B10001,50,50,0,20161107014651,20161107021230,20161026002815,20161106095339,G16A247A05,0
149,,,,,,G16A377A01-1,IA,Z101,SUJ2S2T,EJX558-2013-01,100,50,0,20161107021230,20161107030348,20161026005630,20161107091734,G16A377A01,1
150,,,,,,G16A377C01-1,IA,Z101,100Cr6,JXT030-2014-01,100,50,0,20161107030348,20161107035506,20161026005630,20161107073054,G16A377C01,1
698,,,,,,G16A455U01-1,IA,Z101,GCr15,GB/T18254-2002,20,100,0,20161107035506,20161107040521,20161026001118,20161125234752,G16A455U01,1
804,,,,,,G16A455D06-1,IA,Z101,C&U1,JX498-2012-02,100,50,0,20161107040521,20161107045639,20161026005630,20161125225923,G16A455D06,1
805,,,,,,G16A455D06-2,IA,Z101,C&U1,JX498-2012-02,100,50,0,20161107045639,20161107054757,20161026005630,20161125225923,G16A455D06,1
806,,,,,,G16A455D06-3,IA,Z101,C&U1,JX498-2012-02,100,50,0,20161107054757,20161107063915,20161026005630,20161125225923,G16A455D06,1
807,,,,,,G16A455D06-4,IA,Z101,C&U1,JX498-2012-02,100,50,0,20161107063915,20161107073033,20161026005630,20161125225923,G16A455D06,1
151,,,,,,G16A377C01-2,IA,Z101,100Cr6,JXT030-2014-01,100,50,0,20161107073033,20161107082151,20161026005630,20161107054414,G16A377C01,0
152,,,,,,G16A891A03-1,IA,Z101,ZF7B,XCJS-299-2008-01,15,50,0,20161107082151,20161107082932,20161026000828,20161104233705,G16A891A03,0
153,,,,,,G16A800A01-1,IA,Z101,20MnCr5-5,JX2678-2016-02,10,50,0,20161107082932,20161107083439,20161026000539,20161102233853,G16A800A01,0
511,,,,,,GW63985B01-1,IA,Z101,SCM440H,XCJS-043-2002,9,50,0,20161107083439,20161107083916,20161026000000,20161125235432,GW63985B01,1
512,,,,,,G16A282C01-1,IA,Z101,TL1352,JX1388-2012-01,6.768,50,0,20161107083916,20161107084244,20161026000349,20161106131957,G16A282C01,0
513,,,,,,G16A285A02-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,60,50,0,20161107084244,20161107091331,20161026003354,20161106113350,G16A285A02,0
154,,,,,,G16A800C01-1,IA,Z101,20MnCr5-2,JX2656-2016-02,0.732,50,0,20161107091331,20161107091353,20161026000024,20161102231202,G16A800C01,0
515,,,,,,G16A362B01-1,IA,Z101,XC45,JX337-2013-05,100,50,0,20161107091353,20161107100511,20161026005630,20161108025908,G16A362B01,1
155,,,,,,G16A800C01-2,IA,Z101,20MnCr5-2,JX2656-2016-02,26.268,50,0,20161107100511,20161107101839,20161026000000,20161102221704,G16A800C01,0
156,,,,,,G16A823A01-1,IA,Z101,55,JX2420-2015-01,50,50,0,20161107101839,20161107104418,20161026002815,20161102222020,G16A823A01,0
157,,,,,,G16A578C02-1,IA,Z101,20CrMoH part3,JX2598-2015-01,20,50,0,20161107104418,20161107105433,20161026001118,20161026124600,G16A578C02,0
158,,,,,,GW64076A01-1,IA,Z101,SAE8620H,XCJS-864-2016-01,80,50,0,20161107105433,20161107113535,20161026004512,20161102032327,GW64076A01,0
520,,,,,,G16A362D01-1,IA,Z101,UC1,JX266-2012-03,50,50,0,20161107113535,20161107120114,20161026002815,20161108081856,G16A362D01,1
136,,,,,,G16A721B02-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,50,0,20161107120114,20161107125232,20161026005630,20161103055618,G16A721B02,0
522,,,,,,G169569D04-1,IA,Z101,20CrMoH part3,JX2598-2015-01,15,50,0,20161107125232,20161107130013,20161026000828,20161109002249,G169569D04,1
523,,,,,,G169389A01-1,IA,Z101,55,JX2420-2015-01,50,50,0,20161107130013,20161107132552,20161026002815,20161108174006,G169389A01,1
160,,,,,,GW64040D01-1,IA,Z101,AISI4140/42QT,XCJS-649-2014-03,20,50,0,20161107132552,20161107133607,20161026001118,20161125163802,GW64040D01,1
525,,,,,,G169430A01-1,IA,Z101,20MnCrS5,JX1251-2011-01,2.074,50,0,20161107133607,20161107133710,20161026000000,20161109002311,G169430A01,1
526,,,,,,G169482C01-1,IA,Z101,55,JX2420-2015-01,50,50,0,20161107133710,20161107140249,20161026002815,20161109003759,G169482C01,1
161,,,,,,GW64042D08-1,IA,Z101,AISI4140/42QT,XCJS-648-2015-04,40,50,0,20161107140249,20161107142320,20161026002236,20161125082255,GW64042D08,1
162,,,,,,GW64042F04-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,20,50,0,20161107142320,20161107143335,20161026001118,20161125161127,GW64042F04,1
163,,,,,,G16A377C02-1,IA,Z101,100Cr6,JXT030-2014-01,100,50,0,20161107143335,20161107152453,20161026005630,20161107035734,G16A377C02,0
530,,,,,,G16A239A01-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,11.74,50,0,20161107152453,20161107153054,20161026000638,20161109082439,G16A239A01,1
531,,,,,,G16A465E01-1,IA,Z101,20MnCrS5,JX1251-2011-01,100,50,0,20161107153054,20161107162212,20161026005630,20161111182825,G16A465E01,1
164,,,,,,G16A377C02-2,IA,Z101,100Cr6,JXT030-2014-01,45,50,0,20161107162212,20161107164517,20161026002525,20161107050640,G16A377C02,0
167,,,,,,G16A228B06-1,IA,Z101,SKF3,SKF D33-1 B10001,50,50,0,20161107164517,20161107171056,20161026002815,20161109071943,G16A228B06,1
534,,,,,,G16A465E01-2,IA,Z101,20MnCrS5,JX1251-2011-01,11.085,50,0,20161107171056,20161107171637,20161026000615,20161111231038,G16A465E01,1
535,,,,,,G16A465E01-3,IA,Z101,20MnCrS5,JX1251-2011-01,18.547,50,0,20161107171637,20161107172607,20161026000000,20161111230503,G16A465E01,1
536,,,,,,G16A465F02-1,IA,Z101,20MnCrS5-2,JX2257-2015-01,100,50,0,20161107172607,20161107181725,20161026005630,20161112045949,G16A465F02,1
168,,,,,,G16A212A02-1,IA,Z101,100Cr6,S130000-2014,27,50,0,20161107181725,20161107183116,20161026001515,20161108100114,G16A212A02,1
169,,,,,,G16A455K01-1,IA,Z101,C&U31-S,JX1413-2012-01,21.132,50,0,20161107183116,20161107184206,20161026001156,20161125234711,G16A455K01,1
539,,,,,,G16A465F02-2,IA,Z101,20MnCrS5-2,JX2257-2015-01,20,50,0,20161107184206,20161107185221,20161026001118,20161112092304,G16A465F02,1
540,,,,,,G16A463A02-1,IA,Z101,20MnCrS5,JX1251-2011-01,60,50,0,20161107185221,20161107192308,20161026003354,20161110085515,G16A463A02,1
170,,,,,,G16A455K01-2,IA,Z101,C&U31-S,JX1413-2012-01,93.372,50,0,20161107192308,20161107201102,20161026000000,20161125230324,G16A455K01,1
542,,,,,,G16A455F05-1,IA,Z101,C&U2,JX114-2012-04,100,50,0,20161107201102,20161107210220,20161026005630,20161125213923,G16A455F05,1
171,,,,,,G16A493A01-1,IA,Z101,GCr15-KY,JX2761-2016-01,35,50,0,20161107210220,20161107212017,20161026001946,20161029172402,G16A493A01,0
544,,,,,,G16A455F05-2,IA,Z101,C&U2,JX114-2012-04,100,50,0,20161107212017,20161107221135,20161026005630,20161125213923,G16A455F05,1
137,,,,,,G16A721B02-2,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,50,0,20161107221135,20161107230253,20161026005630,20161103072912,G16A721B02,0
173,,,,,,G16A381E01-1,IA,Z101,SUJ2S2T,EJX558-2013-01,50,50,0,20161107230253,20161107232832,20161026002815,20161113011349,G16A381E01,1
174,,,,,,G16A381F02-1,IA,Z101,100Cr6,XCJS-274-2008-01,50,50,0,20161107232832,20161107235411,20161026002815,20161113020709,G16A381F02,1
175,,,,,,G16A385A03-1,IA,Z101,S55C,JX1573-2012-01,60,50,0,20161107235411,20161108002458,20161026003354,20161112155623,G16A385A03,1
841,,,,,,G16A602C01-1,IA,Z101,Grade 55LS,SKF D33-1 B10016A,83.952,58,0,20161108002458,20161108010802,20161026004726,20161125183457,G16A602C01,1
842,,,,,,G16A631A02-1,IA,Z101,Grade 55LS,SKF D33-1 B10016A,100,58,0,20161108010802,20161108015920,20161026005630,20161028071251,G16A631A02,0
843,,,,,,G16A631A02-2,IA,Z101,Grade 55LS,SKF D33-1 B10016A,100,58,0,20161108015920,20161108025038,20161026005630,20161028084545,G16A631A02,0
844,,,,,,G16A631A02-3,IA,Z101,Grade 55LS,SKF D33-1 B10016A,100,58,0,20161108025038,20161108034156,20161026005630,20161028101839,G16A631A02,0
845,,,,,,G16A631A02-4,IA,Z101,Grade 55LS,SKF D33-1 B10016A,100,58,0,20161108034156,20161108043314,20161026005630,20161027221509,G16A631A02,0
847,,,,,,G168510C01-1,IA,Z101,Grade 55LS,SKF D33-1 B10016A,7.254,58,0,20161108043314,20161108043657,20161026000405,20161108164933,G168510C01,1
848,,,,,,G16A406E02-1,IA,Z101,S55C-GB,EJX561-2013-01,90,58,0,20161108043657,20161108052307,20161026005051,20161114182536,G16A406E02,1
849,,,,,,G16A876A01-1,IA,Z101,ZF6+FP,JX2853-2016-01,50,58,0,20161108052307,20161108054846,20161026002815,20161104205418,G16A876A01,0
859,,,,,,G16A477A01-1,IA,Z101,C70MOD,JX649-2008-01,23.288,58,0,20161108054846,20161108060042,20161026001309,20161029044835,G16A477A01,0
860,,,,,,G16A477A01-2,IA,Z101,C70MOD,JX649-2008-01,100,58,0,20161108060042,20161108065200,20161026000000,20161029022653,G16A477A01,0
861,,,,,,G16A477A01-3,IA,Z101,C70MOD,JX649-2008-01,76.712,58,0,20161108065200,20161108073121,20161026000000,20161029044922,G16A477A01,0
850,,,,,,L161287F01-1,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108073121,20161108082239,20161026005630,20161125073246,L161287F01,1
851,,,,,,L161287F01-2,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108082239,20161108091357,20161026005630,20161125073246,L161287F01,1
852,,,,,,L161287F01-3,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108091357,20161108100515,20161026005630,20161125073246,L161287F01,1
853,,,,,,L161287F01-4,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108100515,20161108105633,20161026005630,20161125073246,L161287F01,1
854,,,,,,L161287F01-5,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108105633,20161108114751,20161026005630,20161125073246,L161287F01,1
855,,,,,,L161287F01-6,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108114751,20161108123909,20161026005630,20161125073246,L161287F01,1
856,,,,,,L161243A02-1,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108123909,20161108133027,20161026005630,20161125073246,L161243A02,1
857,,,,,,L161243A02-2,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108133027,20161108142145,20161026005630,20161125073246,L161243A02,1
858,,,,,,G16A362B02-1,IA,Z101,XC45,JX337-2013-05,100,57,0,20161108142145,20161108151303,20161026005630,20161108044548,G16A362B02,0
578,,,,,,L161235A02-1,IA,Z101,42CrMoS4HHQT,JX2833-2016-01,55,57,0,20161108151303,20161108154116,20161026003104,20161125002749,L161235A02,1
584,,,,,,GW64042D10-1,IA,Z101,AISI4140/42QT,XCJS-648-2015-04,20,57,0,20161108154116,20161108155131,20161026001118,20161125161127,GW64042D10,1
846,,,,,,G16A362F01-1,IA,Z101,XC45,JX2582-2015-01,100,57,0,20161108155131,20161108164249,20161026005630,20161107143754,G16A362F01,0
590,,,,,,G16A228A01-1,IA,Z101,42CrMo4,JX230-2012-07,30,56,0,20161108164249,20161108165812,20161026001657,20161109095245,G16A228A01,1
266,,,,,,GW64080A02-1,IA,Z101,ETN-22UC,XCJS-668-2016-03,100,76,0,20161108165812,20161108174930,20161026014452,20161102040937,GW64080A02,0
180,,,,,,G16A455E03-1,IA,Z101,C&U1-T,JX498-2012-02,100,50,0,20161108174930,20161108184048,20161026005630,20161125225923,G16A455E03,1
181,,,,,,G16A455E03-2,IA,Z101,C&U1-T,JX498-2012-02,100,50,0,20161108184048,20161108193206,20161026005630,20161125225923,G16A455E03,1
182,,,,,,G16A455E03-3,IA,Z101,C&U1-T,JX498-2012-02,100,50,0,20161108193206,20161108202324,20161026005630,20161125225923,G16A455E03,1
138,,,,,,G16A721B02-3,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,50,0,20161108202324,20161108211442,20161026005630,20161103090207,G16A721B02,0
139,,,,,,G16A782A02-1,IA,Z101,16MnCr5,JX2628-2016-01,15,50,0,20161108211442,20161108212223,20161026000000,20161102234218,G16A782A02,0
555,,,,,,G16A455F05-4,IA,Z101,C&U2,JX114-2012-04,100,50,0,20161108212223,20161108221341,20161026005630,20161125213923,G16A455F05,1
140,,,,,,G16A511D01-1,IA,Z101,100Cr6,XCJS-274-2008-01,100,50,0,20161108221341,20161108230459,20161026005630,20161028173946,G16A511D01,0
141,,,,,,G16A511E01-1,IA,Z101,SKF3,"B10001""D""+B10000",60,50,0,20161108230459,20161108233546,20161026003354,20161028162232,G16A511E01,0
142,,,,,,G16A511F01-1,IA,Z101,Grade 3S,11H 1551 025,20,50,0,20161108233546,20161108234601,20161026001118,20161028153738,G16A511F01,0
837,,,,,,G16A402D01-4,IA,Z101,38MnVS6M VW18,EJX174-2016-04,107,93,0,20161108234601,20161109004055,20161026015212,20161125165212,G16A402D01,1
838,,,,,,G16A402D01-5,IA,Z101,38MnVS6M VW18,EJX174-2016-04,107,93,0,20161109004055,20161109013549,20161026015212,20161125165212,G16A402D01,1
839,,,,,,G16A402D01-6,IA,Z101,38MnVS6M VW18,EJX174-2016-04,65,93,0,20161109013549,20161109020910,20161026010810,20161125194007,G16A402D01,1
565,,,,,,G16A891A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,30,55,0,20161109020910,20161109022433,20161026001657,20161104222320,G16A891A01,0
249,,,,,,G16A596B01-1,IA,Z101,GCr15,GB/T18254-2002,60,55,0,20161109022433,20161109025520,20161026003354,20161125232338,G16A596B01,1
567,,,,,,G16A970A01-1,IA,Z101,CF53,JX1753-2015-02,100,55,0,20161109025520,20161109034638,20161026005630,20161104235053,G16A970A01,0
